date_received,product,subproduct,issue,subissue,company_public_response,company_name,state,zip_code,tags,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,state_name,zip_code_population,state_population,median_income_zip_code,median_income_state
1/6/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,TX,77385,,Referral,1/6/2022,Closed with non-monetary relief,TRUE,5077987,Texas,25572,27885195,94226,59570
1/19/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,ALLY FINANCIAL INC.,TX,77006,,Web,1/19/2022,Closed with explanation,TRUE,5123439,Texas,22632,27885195,85000,59570
1/19/2022,Mortgage,FHA mortgage,Closing on a mortgage,,,CountryPlace Acceptance Corporation,TX,78602,,Web,1/19/2022,Closed with explanation,TRUE,5128465,Texas,27958,27885195,63160,59570
1/19/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company believes it acted appropriately as authorized by contract or law,Ocwen Financial Corporation,TX,75052,"Older American, Servicemember",Web,1/19/2022,Closed with explanation,TRUE,5128065,Texas,95516,27885195,77230,59570
3/1/2022,Mortgage,Reverse mortgage,Trouble during payment process,,,Novad Management Consulting LLC,TX,78727,Servicemember,Web,3/2/2022,Closed with explanation,FALSE,5274671,Texas,29509,27885195,78542,59570
4/7/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"PENNYMAC LOAN SERVICES, LLC.",TX,79765,,Web,4/7/2022,Closed with explanation,TRUE,5418528,Texas,14782,27885195,96739,59570
3/30/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,TX,79119,,Web,4/22/2022,Closed with explanation,TRUE,5384630,Texas,16394,27885195,87785,59570
2/20/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"Caliber Home Loans, Inc.",TX,76052,,Web,2/20/2022,Closed with explanation,TRUE,5243069,Texas,22744,27885195,109311,59570
2/3/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,,"Rocket Mortgage, LLC",TX,78641,,Web,2/3/2022,Closed with explanation,TRUE,5180284,Texas,65654,27885195,94685,59570
4/6/2022,Mortgage,FHA mortgage,Closing on a mortgage,,Company believes it acted appropriately as authorized by contract or law,Idaho Housing And Finance Association,TX,75241,,Web,4/6/2022,Closed with explanation,TRUE,5413726,Texas,30682,27885195,32419,59570
2/21/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company believes the complaint provided an opportunity to answer consumer's questions,AMERISAVE MORTGAGE CORPORATION,TX,78732,,Web,3/7/2022,Closed with explanation,TRUE,5242489,Texas,17849,27885195,156599,59570
3/18/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MUFG AMERICAS HOLDINGS CORPORATION,TX,75063,,Web,3/18/2022,Closed with non-monetary relief,TRUE,5340950,Texas,38952,27885195,91431,59570
2/5/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MIDFIRST BANK,TX,77433,,Web,2/23/2022,Closed with explanation,TRUE,5189491,Texas,82257,27885195,109084,59570
4/2/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"Fay Servicing, LLC",TX,76028,,Web,4/2/2022,Closed with explanation,TRUE,5399346,Texas,69413,27885195,78175,59570
2/17/2022,Mortgage,Reverse mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Ocwen Financial Corporation,TX,76227,Older American,Web,2/17/2022,Closed with explanation,TRUE,5233431,Texas,32000,27885195,91293,59570
2/16/2022,Mortgage,VA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Mortgage Research Center, LLC",TX,76028,Servicemember,Web,2/16/2022,Closed with explanation,TRUE,5224998,Texas,69413,27885195,78175,59570
2/3/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,"BSI Financial Holdings, Inc.",TX,75474,,Web,2/3/2022,Closed with explanation,TRUE,5179265,Texas,14744,27885195,48072,59570
5/16/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,78613,,Web,5/16/2022,Closed with non-monetary relief,TRUE,5566342,Texas,79699,27885195,101832,59570
4/23/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,,NATIONSTAR MORTGAGE,TX,76133,,Web,5/11/2022,Closed with explanation,TRUE,5487173,Texas,51369,27885195,53696,59570
1/31/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,NATIONSTAR MORTGAGE,TX,76028,,Web,1/31/2022,Closed with explanation,TRUE,5170814,Texas,69413,27885195,78175,59570
2/10/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,"Fay Servicing, LLC",TX,76028,,Web,2/10/2022,Closed with explanation,TRUE,5207903,Texas,69413,27885195,78175,59570
3/6/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,75232,,Web,3/6/2022,Closed with non-monetary relief,TRUE,5291855,Texas,31941,27885195,36507,59570
2/8/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,NATIONSTAR MORTGAGE,TX,75078,,Web,2/22/2022,Closed with explanation,TRUE,5199476,Texas,23580,27885195,143669,59570
5/17/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"BSI Financial Holdings, Inc.",TX,76177,,Web,5/17/2022,Closed with explanation,TRUE,5571095,Texas,9361,27885195,93233,59570
3/31/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,Ocwen Financial Corporation,TX,77304,,Web,3/31/2022,Closed with explanation,TRUE,5389449,Texas,30785,27885195,63489,59570
4/5/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",TX,77479,,Web,4/19/2022,Closed with explanation,TRUE,5407457,Texas,92146,27885195,139312,59570
3/29/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",TX,76227,,Web,3/29/2022,Closed with explanation,TRUE,5382738,Texas,32000,27885195,91293,59570
1/5/2022,Mortgage,VA mortgage,Trouble during payment process,,,"Caliber Home Loans, Inc.",TX,77090,Servicemember,Web,1/5/2022,Closed with explanation,TRUE,5076384,Texas,39381,27885195,39879,59570
5/16/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,"SERVICEMAC, LLC",TX,76031,,Web,5/16/2022,Closed with explanation,TRUE,5566657,Texas,16855,27885195,54052,59570
4/17/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Guild Mortgage Company LLC,TX,75126,,Web,4/17/2022,Closed with explanation,TRUE,5460383,Texas,44740,27885195,95309,59570
5/4/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",TX,78738,"Older American, Servicemember",Web,5/4/2022,Closed with explanation,TRUE,5540526,Texas,15589,27885195,130699,59570
3/3/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,CrossCountry Mortgage LLC,TX,77586,,Web,3/3/2022,Closed with explanation,TRUE,5285035,Texas,22527,27885195,93760,59570
5/26/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company believes the complaint provided an opportunity to answer consumer's questions,"Caliber Home Loans, Inc.",TX,75093,,Web,5/26/2022,Closed with explanation,TRUE,5605410,Texas,47411,27885195,108718,59570
6/6/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company believes complaint represents an opportunity for improvement to better serve consumers,NATIONSTAR MORTGAGE,TX,75126,Servicemember,Web,6/6/2022,Closed with explanation,TRUE,5638399,Texas,44740,27885195,95309,59570
1/27/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LAKEVIEW LOAN SERVICING, LLC",TX,77407,,Web,1/27/2022,Closed with explanation,TRUE,5158248,Texas,51142,27885195,97747,59570
1/20/2022,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,,"Dovenmuehle Mortgage, Inc.",TX,79329,,Web,1/20/2022,Closed with explanation,TRUE,5130493,Texas,3092,27885195,67617,59570
6/9/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,Home Point Financial Corporation,TX,78210,Servicemember,Web,6/9/2022,Closed with explanation,TRUE,5650834,Texas,36723,27885195,36316,59570
3/24/2022,Mortgage,FHA mortgage,Trouble during payment process,,,"PLANET HOME LENDING, LLC",TX,77056,Older American,Web,3/24/2022,Closed with explanation,TRUE,5359676,Texas,21807,27885195,109515,59570
5/3/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"FLAGSTAR BANK, FSB",TX,75013,,Web,5/3/2022,Closed with explanation,TRUE,5535434,Texas,40675,27885195,129627,59570
3/19/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,TX,75035,,Web,3/19/2022,Closed with explanation,TRUE,5342298,Texas,69802,27885195,130851,59570
2/23/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,CARDINAL FINANCIAL COMPANY,TX,75040,,Web,2/23/2022,Closed with explanation,TRUE,5252370,Texas,63153,27885195,61517,59570
1/11/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,,NATIONSTAR MORTGAGE,TX,75163,,Web,1/11/2022,Closed with explanation,TRUE,5092799,Texas,2851,27885195,41442,59570
2/1/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LoanCare, LLC",TX,75414,,Web,2/1/2022,Closed with explanation,TRUE,5175226,Texas,2879,27885195,61000,59570
1/18/2022,Mortgage,Other type of mortgage,Trouble during payment process,,,FIRST HORIZON BANK,TX,78258,Servicemember,Web,1/18/2022,Closed with explanation,TRUE,5121628,Texas,46418,27885195,102425,59570
2/24/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"LAKEVIEW LOAN SERVICING, LLC",TX,76226,,Web,2/24/2022,Closed with explanation,TRUE,5257980,Texas,25100,27885195,132935,59570
1/12/2022,Mortgage,Conventional home mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Churchill Holdings, Inc.",TX,77380,,Web,1/12/2022,Closed with explanation,TRUE,5105567,Texas,25879,27885195,70444,59570
2/8/2022,Mortgage,FHA mortgage,Trouble during payment process,,,"PLANET HOME LENDING, LLC",TX,77441,Older American,Web,2/8/2022,Closed with explanation,TRUE,5197748,Texas,11308,27885195,166524,59570
1/6/2022,Mortgage,VA mortgage,Trouble during payment process,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,76205,Servicemember,Web,1/6/2022,Closed with explanation,TRUE,5074513,Texas,22093,27885195,47139,59570
2/11/2022,Mortgage,FHA mortgage,Trouble during payment process,,Company believes it acted appropriately as authorized by contract or law,Idaho Housing And Finance Association,TX,78665,,Web,2/11/2022,Closed with explanation,TRUE,5209937,Texas,48362,27885195,96049,59570
4/11/2022,Mortgage,Conventional home mortgage,Incorrect information on your report,,,"AmeriHome Mortgage Company, LLC",TX,79119,,Web,4/11/2022,Closed with explanation,TRUE,5435160,Texas,16394,27885195,87785,59570
5/28/2022,Mortgage,Home equity loan or line of credit (HELOC),Incorrect information on your report,,,Sarma,TX,76549,,Web,5/28/2022,Closed with explanation,TRUE,5618828,Texas,51767,27885195,54408,59570
6/3/2022,Mortgage,FHA mortgage,Incorrect information on your report,,,"CARRINGTON MORTGAGE SERVICES, LLC",TX,77539,,Web,6/3/2022,Closed with explanation,TRUE,5627750,Texas,44041,27885195,74972,59570
5/2/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,NATIONSTAR MORTGAGE,TX,78250,,Web,5/2/2022,Closed with explanation,TRUE,5529565,Texas,60967,27885195,68658,59570
1/25/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"Shellpoint Partners, LLC",TX,77433,,Web,1/25/2022,Closed with explanation,TRUE,5149853,Texas,82257,27885195,109084,59570
3/29/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"Rocket Mortgage, LLC",TX,78155,,Web,3/29/2022,Closed with explanation,TRUE,5381123,Texas,48863,27885195,55679,59570
4/28/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,75038,,Web,4/28/2022,Closed with monetary relief,TRUE,5511655,Texas,30153,27885195,56636,59570
4/15/2022,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,Company believes complaint is the result of an isolated error,Angel Oak Mortgage Solutions LLC,TX,78613,Older American,Web,4/29/2022,Closed with explanation,TRUE,5454374,Texas,79699,27885195,101832,59570
1/30/2022,Mortgage,VA mortgage,Applying for a mortgage or refinancing an existing mortgage,,,"MONEY SOURCE, THE",TX,79928,Servicemember,Web,1/30/2022,Closed with explanation,TRUE,5164304,Texas,57324,27885195,51601,59570
3/5/2022,Mortgage,Conventional home mortgage,Problem with a credit reporting company's investigation into an existing problem,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",TX,77494,Servicemember,Web,3/5/2022,Closed with explanation,TRUE,5289352,Texas,114989,27885195,139669,59570
5/16/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,75232,,Web,5/16/2022,Closed with explanation,TRUE,5565538,Texas,31941,27885195,36507,59570
2/5/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company believes it acted appropriately as authorized by contract or law,Stewart Information Services,TX,78665,,Web,2/5/2022,Closed with explanation,TRUE,5189366,Texas,48362,27885195,96049,59570
2/14/2022,Mortgage,Conventional home mortgage,Closing on a mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,75407,,Web,2/14/2022,Closed with explanation,TRUE,5217632,Texas,16582,27885195,60763,59570
3/29/2022,Mortgage,FHA mortgage,Struggling to pay mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Freedom Mortgage Company,TX,77080,,Web,3/29/2022,Closed with explanation,TRUE,5379779,Texas,45832,27885195,44814,59570
4/28/2022,Mortgage,Conventional home mortgage,Struggling to pay mortgage,,,NATIONSTAR MORTGAGE,TX,78573,,Web,4/28/2022,Closed with explanation,TRUE,5509570,Texas,38839,27885195,34061,59570
